,Ticker,Company Name,Country,Sector,Subsector,Environmental SCORE,Social SCORE,Governance SCORE,Assets,"Cash and Cash Equivalents, at Carrying Value",Final Revenue,Gross Profit,Income from Continuing Operations before Taxes,Operating Income (Loss),Total Equity,Total Liabilities and Equity,Net Income (Loss),"Cash and Cash Equivalents, Period Increase (Decrease)",Target
722,WBA,"WALGREENS BOOTS ALLIANCE, INC",US,Retail - Food & Staples,Drug Retail,9.6,3.6,5.7,"66,385,000,000","3,586,000,000","30,184,000,000","7,867,000,000","1,364,000,000","1,860,000,000","29,506,000,000","66,385,000,000","930,000,000",,1
723,WASH,"Washington Trust Bancorp, Inc",US,Banks,Regional Banks,2.4,2.8,5.5,"3,838,210,000","94,897,000",,,"16,419,000",,"381,280,000","3,838,210,000","10,935,000","-2,734,000",0
724,WSBF,"WATERSTONE FINANCIAL, INC",US,Banks,Thrifts & Mortgage Finance,3.5,3.2,4.8,"1,737,578,000","122,714,000",,,"6,001,000",,"393,426,000","1,737,578,000","3,861,000","22,243,000",0
725,WDFC,WD-40 COMPANY,US,Household & Personal Products,Household Products,1.3,2.6,5.2,"345,247,000","42,310,000","94,550,000","52,362,000","18,992,000","17,906,000","146,653,000","345,247,000","13,669,000",,0
726,WERN,"WERNER ENTERPRISES, INC",US,Road & Rail Transport,Trucking,4.6,4.2,6.3,"1,609,565,000","20,410,000","482,802,000",,"32,938,000","32,487,000","949,970,000","1,609,565,000","20,092,000","-11,423,000",1
727,WSBC,"WESBANCO, INC",US,Banks,Regional Banks,0.8,3.4,5.6,"8,569,381,000","167,973,000",,,,,"1,145,910,000","8,569,381,000","22,874,000","81,288,000",0
728,WABC,WESTAMERICA BANCORPORATION,US,Banks,Regional Banks,0.6,3.4,4.3,"5,199,868,000",,,,"18,966,000",,"538,973,000","5,199,868,000","14,226,000","38,120,000",0
729,WDC,WESTERN DIGITAL CORPORATION,US,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals",4.4,4.6,5.2,"15,466,000,000","5,363,000,000","2,822,000,000","753,000,000","80,000,000","88,000,000","9,557,000,000","15,466,000,000","74,000,000",,1
730,WLDN,"WILLDAN GROUP, INC",US,Professional Services,Research & Consulting Services,7.0,5.8,5.7,"72,345,000","16,487,000","33,915,000",,,"1,838,000","37,616,000","72,345,000",,,1
731,WING,WINGSTOP INC,US,Restaurants,Restaurants,4.7,5.1,5.9,"116,607,000","8,316,000","22,074,000",,,"7,628,000","-4,774,000","116,607,000","4,290,000","-2,374,000",1
732,WINA,Winmark Corporation,US,Retail - Consumer Discretionary,Specialty Stores,1.6,4.5,5.1,"43,755,500","1,213,000","16,180,300",,,"8,038,600","-27,258,000","43,755,500",,,0
733,WETF,"WISDOMTREE INVESTMENTS, INC",US,Asset Management & Custody Banks,Asset Management & Custody Banks,8.0,3.1,5.4,"237,653,000","210,070,000","60,878,000",,,,"203,915,000","237,653,000","12,072,000","-50,309,000",0
734,WWD,"WOODWARD, INC",US,Aerospace & Defense,Aerospace & Defense,5.1,4.2,4.1,"2,569,416,000","84,745,000","479,382,000",,,,"1,118,961,000","2,569,416,000","40,824,000",,1
735,WRLD,WORLD ACCEPTANCE CORPORATION,US,Consumer Finance,Consumer Finance,6.7,2.7,5.6,"806,218,863","12,377,024","144,143,000",,"46,256,276",,"391,901,581","806,218,863","29,826,000",,0
736,WYNN,"WYNN LAS VEGAS, LLC",US,Casinos & Gaming,Casinos & Gaming,4.7,3.9,4.5,"3,119,811,000","73,939,000","389,435,000",,,"45,012,000",,"3,119,811,000","2,024,000","-3,123,000",0
737,WYNN,"WYNN RESORTS, LIMITED",US,Casinos & Gaming,Casinos & Gaming,4.7,3.9,4.5,"3,119,811,000","73,939,000","389,435,000",,,"45,012,000",,"3,119,811,000","2,024,000","-3,123,000",0
738,XBIT,XBiotech Inc,US,Biotechnology,Biotechnology,7.1,4.1,5.5,"101,262,000","78,225,000",,,,"-10,248,000","94,679,000","101,262,000","-10,257,000","-12,826,000",1
739,XNCR,Xencor Inc,US,Biotechnology,Biotechnology,7.1,3.4,5.9,"193,961,000","8,150,000",,,,"-6,733,000","158,813,000","193,961,000","-6,398,000",,0
740,XPER,XPERI HOLDING CORPORATION,US,Software & Services,Systems Software,5.0,3.6,6.1,,,"59,977,000",,"26,962,000","26,155,000",,,"18,090,000",,1
741,ZBRA,ZEBRA TECHNOLOGIES CORPORATION,US,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments,3.2,6.1,5.0,,,"849,000,000","390,000,000","390,000,000","10,000,000",,,"-26,000,000","2,000,000",1
742,ZION,"ZIONS BANCORPORATION, NATIONAL ASSOCIATION",US,Banks,Regional Banks,2.1,4.0,5.1,"59,179,913,000",,,,,,,"59,179,913,000",,"-280,000,000",1
743,ZGNX,"ZOGENIX, INC",US,Pharmaceuticals,Pharmaceuticals,3.3,4.4,5.5,"286,607,000","132,184,000","9,206,000","1,402,000","-10,158,000","-14,080,000","173,859,000","286,607,000","-10,389,000","-23,165,000",1
744,ZUMZ,ZUMIEZ INC,US,Retail - Consumer Discretionary,Apparel Retail,2.8,4.5,5.8,"414,695,000","43,163,000","172,970,000","49,958,000","49,958,000","-3,941,000","296,957,000","414,695,000","-2,137,000","-26,273,000",1
745,ZNGA,ZYNGA INC,US,Media & Entertainment,Interactive Home Entertainment,6.7,3.7,5.2,"1,977,619,000","731,451,000","186,721,000",,,"-26,883,000","1,676,778,000","1,977,619,000","-26,558,000","-10,766,000",0
